,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
17755,Sambou,257,3.414750553136442e-05,21.416666666666668,201 days 19:05:19.726000,python
17756,Sameeha,20,2.6573934265653244e-06,1.6666666666666667,139 days 09:59:25.521000,python
17757,Sameer,752,9.99179928388562e-05,62.666666666666664,29 days 10:04:32.080000,python
17758,Sameera,57,7.573571265711174e-06,4.75,16 days 00:05:32.143000,python
17759,Sameerah,14,1.860175398595727e-06,1.1666666666666667,82 days 19:37:13.383000,python
17760,Samer,12,1.5944360559391945e-06,1.0,2 days 02:47:09.037000,python
17761,Samera,9,1.1958270419543959e-06,0.75,0 days 00:22:49.523000,python
17762,Samhita,4,5.314786853130648e-07,0.3333333333333333,0 days 00:13:53.701000,python
17763,Sami,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17764,Samier,6,7.972180279695973e-07,0.5,0 days 00:03:28.079000,python
17765,Samiha,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17766,Samiir,89,1.1825400748215694e-05,7.416666666666667,147 days 05:51:52.169000,python
17767,Samir,8,1.0629573706261297e-06,0.6666666666666666,0 days 03:14:06.059000,python
17768,Samirah,9,1.1958270419543959e-06,0.75,10 days 15:47:26.135000,python
17769,Samisha,15,1.9930450699239932e-06,1.25,37 days 06:33:45.602000,python
17770,Samiullah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17771,Sammi,21,2.7902630978935906e-06,1.75,16 days 14:23:16.872000,python
17772,Sammie,29,3.85322046851972e-06,2.4166666666666665,1 days 12:24:32.629000,python
17773,Sammy,1037,0.00013778584916741206,86.41666666666667,91 days 19:20:30.527000,python
17774,Samoni,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17775,Samora,41,5.447656524458915e-06,3.4166666666666665,10 days 14:59:14.477000,python
17776,Samori,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:28.757000,python
17777,Sampson,19,2.5245237552370583e-06,1.5833333333333333,111 days 12:11:26.966000,python
17778,Samrath,20,2.6573934265653244e-06,1.6666666666666667,35 days 05:11:18.816000,python
17779,Samreen,6,7.972180279695973e-07,0.5,0 days 00:02:18.079000,python
17780,Samreet,3,3.9860901398479863e-07,0.25,0 days 00:00:42.790000,python
17781,Samson,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:15.441000,python
17782,Samuel,24,3.188872111878389e-06,2.0,0 days 00:19:32.778000,python
17783,Samuele,33,4.384699153832785e-06,2.75,263 days 13:56:57.052000,python
17784,Samuil,55,7.307831923054642e-06,4.583333333333333,27 days 15:13:45.026000,python
17785,Samy,164,2.179062609783566e-05,13.666666666666666,84 days 08:34:43.024000,python
17786,Samya,5,6.643483566413311e-07,0.4166666666666667,118 days 02:34:53.002000,python
17787,Samyah,4,5.314786853130648e-07,0.3333333333333333,5 days 23:02:48.113000,python
17788,Samyak,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17789,Samyar,21,2.7902630978935906e-06,1.75,142 days 04:16:30.095000,python
17790,Samyia,62,8.237919622352506e-06,5.166666666666667,54 days 19:56:19.686000,python
17791,Samyiah,3,3.9860901398479863e-07,0.25,0 days 01:14:16.191000,python
17792,Samyla,52,6.909222909069843e-06,4.333333333333333,19 days 01:12:07.517000,python
17793,Samyuktha,4,5.314786853130648e-07,0.3333333333333333,2 days 12:57:49.245000,python
17794,San,13,1.7273057272674607e-06,1.0833333333333333,49 days 11:43:27.310000,python
17795,Sanad,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:08.719000,python
17796,Sanae,33,4.384699153832785e-06,2.75,184 days 11:14:39.540000,python
17797,Sanai,14,1.860175398595727e-06,1.1666666666666667,37 days 14:37:06.888000,python
17798,Sanaii,623,8.277780523750985e-05,51.916666666666664,84 days 12:18:39.646000,python
17799,Sanan,3,3.9860901398479863e-07,0.25,0 days 00:55:42.542000,python
17800,Sanari,22,2.9231327692218568e-06,1.8333333333333333,273 days 02:46:16.080000,python
17801,Sanay,3,3.9860901398479863e-07,0.25,4 days 02:03:18.829000,python
17802,Sanaya,21,2.7902630978935906e-06,1.75,6 days 10:45:06.557000,python
17803,Sanayah,3,3.9860901398479863e-07,0.25,0 days 00:06:54.521000,python
17804,Sanchez,170,2.2587844125805258e-05,14.166666666666666,62 days 02:56:55.376000,python
17805,Sancho,3,3.9860901398479863e-07,0.25,105 days 03:32:06.079000,python
17806,Sandalio,9,1.1958270419543959e-06,0.75,0 days 00:06:59.741000,python
17807,Sandeep,126,1.6741578587361542e-05,10.5,27 days 05:30:42.447000,python
17808,Sandel,18,2.3916540839087917e-06,1.5,25 days 23:57:59.684000,python
17809,Sander,40,5.314786853130649e-06,3.3333333333333335,0 days 18:36:57.973000,python
17810,Sanders,8,1.0629573706261297e-06,0.6666666666666666,6 days 09:06:05.302000,python
17811,Sandi,28,3.720350797191454e-06,2.3333333333333335,209 days 17:53:07.167000,python
17812,Sandro,14,1.860175398595727e-06,1.1666666666666667,97 days 18:11:12.906000,python
17813,Sandu,2225,0.0002956350187053923,185.41666666666666,103 days 17:58:34.938000,python
17814,Sandy,43,5.713395867115447e-06,3.5833333333333335,65 days 07:53:58.045000,python
17815,Sanford,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:29.614000,python
17816,Sani,51,6.776353237741577e-06,4.25,306 days 11:37:38.768000,python
17817,Saniah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17818,Sanii,13,1.7273057272674607e-06,1.0833333333333333,29 days 17:32:12.057000,python
17819,Sanish,7,9.300876992978635e-07,0.5833333333333334,9 days 14:10:09.907000,python
17820,Saniyah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17821,Saniyya,23,3.056002440550123e-06,1.9166666666666667,0 days 20:55:15.428000,python
17822,Sanjana,29,3.85322046851972e-06,2.4166666666666665,14 days 21:01:02.415000,python
17823,Sanjay,11,1.4615663846109284e-06,0.9166666666666666,4 days 01:34:30.111000,python
17824,Sankara,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17825,Sankung,6,7.972180279695973e-07,0.5,123 days 00:04:14.325000,python
17826,Sanna,95,1.262261877618529e-05,7.916666666666667,56 days 14:20:40.228000,python
17827,Sanoe,18,2.3916540839087917e-06,1.5,142 days 07:40:53.315000,python
17828,Sanova,13,1.7273057272674607e-06,1.0833333333333333,4 days 00:06:12.062000,python
17829,Sanson,323,4.291690383902999e-05,26.916666666666668,116 days 12:32:19.913000,python
17830,Santa,3,3.9860901398479863e-07,0.25,0 days 00:01:14.111000,python
17831,Santacruz,2,2.657393426565324e-07,0.16666666666666666,10 days 14:57:08.717000,python
17832,Santanna,142,1.8867493328613804e-05,11.833333333333334,305 days 10:19:34.838000,python
17833,Santez,115,1.5280012202750616e-05,9.583333333333334,72 days 14:01:47.266000,python
17834,Santhiago,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:42.705000,python
17835,Santi,2,2.657393426565324e-07,0.16666666666666666,82 days 16:04:46.328000,python
17836,Santiago,4,5.314786853130648e-07,0.3333333333333333,11 days 00:01:38.545000,python
17837,Santina,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17838,Santino,6,7.972180279695973e-07,0.5,158 days 05:26:38.149000,python
17839,Santo,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17840,Santokh,54,7.174962251726376e-06,4.5,67 days 10:23:37.075000,python
17841,Santonio,32,4.251829482504519e-06,2.6666666666666665,147 days 13:18:38.640000,python
17842,Santy,14,1.860175398595727e-06,1.1666666666666667,17 days 17:49:00.406000,python
17843,Sanvi,4,5.314786853130648e-07,0.3333333333333333,0 days 00:05:51.475000,python
17844,Sanvika,18,2.3916540839087917e-06,1.5,69 days 13:15:41.278000,python
17845,Sanyah,15,1.9930450699239932e-06,1.25,5 days 11:53:41.186000,python
17846,Sanylah,213,2.8301239992920704e-05,17.75,28 days 05:09:21.599000,python
17847,Saori,20,2.6573934265653244e-06,1.6666666666666667,3 days 20:08:23.349000,python
17848,Saory,5,6.643483566413311e-07,0.4166666666666667,60 days 12:08:46.085000,python
17849,Saphyra,38,5.0490475104741166e-06,3.1666666666666665,10 days 14:02:07.685000,python
17850,Sapphire,14,1.860175398595727e-06,1.1666666666666667,47 days 04:11:54.946000,python
17851,Saqib,10,1.3286967132826622e-06,0.8333333333333334,68 days 21:48:14.214000,python
17852,Saqlain,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17853,Saqr,5,6.643483566413311e-07,0.4166666666666667,8 days 02:42:48.379000,python
17854,Saquan,5,6.643483566413311e-07,0.4166666666666667,0 days 00:02:52.516000,python
17855,Sara,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:09.910000,python
17856,Sarabeth,20,2.6573934265653244e-06,1.6666666666666667,251 days 21:44:29.747000,python
17857,Sarabi,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17858,Sarae,104,1.3818445818139686e-05,8.666666666666666,26 days 01:11:17.954000,python
17859,Sarah,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:19.567000,python
17860,Sarahgrace,35,4.650438496489318e-06,2.9166666666666665,75 days 21:38:37.414000,python
17861,Sarahii,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17862,Saraii,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17863,Saraiya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17864,Saralyn,18,2.3916540839087917e-06,1.5,69 days 13:26:30.367000,python
17865,Saralynn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.204000,python
17866,Sarang,34,4.517568825161051e-06,2.8333333333333335,0 days 07:10:40.481000,python
17867,Saraphina,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17868,Saray,13,1.7273057272674607e-06,1.0833333333333333,0 days 00:11:31.860000,python
17869,Sarayah,26,3.4546114545349214e-06,2.1666666666666665,0 days 18:02:58.032000,python
17870,Saraye,16,2.1259147412522594e-06,1.3333333333333333,5 days 23:30:14.398000,python
17871,Sarayu,33,4.384699153832785e-06,2.75,22 days 15:54:35.593000,python
17872,Sarbjit,1461,0.00019412258981059695,121.75,29 days 07:22:20.938000,python
17873,Sardar,8,1.0629573706261297e-06,0.6666666666666666,112 days 05:27:11.874000,python
17874,Sareen,8,1.0629573706261297e-06,0.6666666666666666,92 days 05:18:59.803000,python
17875,Sareena,4,5.314786853130648e-07,0.3333333333333333,0 days 11:37:51.723000,python
17876,Sarena,18,2.3916540839087917e-06,1.5,36 days 14:07:11.290000,python
17877,Sarenity,8,1.0629573706261297e-06,0.6666666666666666,4 days 02:58:36.739000,python
17878,Sareya,3,3.9860901398479863e-07,0.25,0 days 00:01:09.831000,python
17879,Sareyah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:37.423000,python
17880,Sarfaraz,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17881,Sarfraz,6,7.972180279695973e-07,0.5,0 days 00:02:28.956000,python
17882,Sargis,6,7.972180279695973e-07,0.5,138 days 09:08:30.349000,python
17883,Sargun,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:02:29.968000,python
17884,Sari,10,1.3286967132826622e-06,0.8333333333333334,0 days 22:03:30.328000,python
17885,Sariel,2,2.657393426565324e-07,0.16666666666666666,13 days 17:14:54.855000,python
17886,Sarit,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17887,Sarita,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:08.911000,python
17888,Sariya,32,4.251829482504519e-06,2.6666666666666665,126 days 14:29:03.589000,python
17889,Sariyah,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:48.267000,python
17890,Sarjo,7,9.300876992978635e-07,0.5833333333333334,0 days 01:23:19.696000,python
17891,Sartaaj,10,1.3286967132826622e-06,0.8333333333333334,0 days 00:14:37.194000,python
17892,Sarvani,7,9.300876992978635e-07,0.5833333333333334,59 days 16:36:56.301000,python
17893,Sarvesh,59,7.839310608367706e-06,4.916666666666667,160 days 08:13:25.528000,python
17894,Sarwan,4,5.314786853130648e-07,0.3333333333333333,117 days 15:07:17.465000,python
17895,Sary,298,3.959516205582333e-05,24.833333333333332,27 days 19:43:15.529000,python
17896,Saryah,12,1.5944360559391945e-06,1.0,0 days 00:05:22.038000,python
17897,Saryiah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17898,Saryn,114,1.5147142531422348e-05,9.5,100 days 04:21:25.564000,python
17899,Sasa,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:57.805000,python
17900,Sascha,5,6.643483566413311e-07,0.4166666666666667,0 days 00:10:17.831000,python
17901,Sasha,51,6.776353237741577e-06,4.25,239 days 04:58:03.995000,python
17902,Sashko,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:02.063000,python
17903,Sasho,4,5.314786853130648e-07,0.3333333333333333,37 days 21:52:33.096000,python
17904,Saskia,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:50:50.418000,python
17905,Sassi,27,3.587481125863188e-06,2.25,273 days 03:03:20.437000,python
17906,Sasuke,4,5.314786853130648e-07,0.3333333333333333,1 days 00:06:22.073000,python
17907,Satchel,4,5.314786853130648e-07,0.3333333333333333,0 days 00:02:01.808000,python
17908,Sathvik,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17909,Satiro,3,3.9860901398479863e-07,0.25,95 days 17:38:24.052000,python
17910,Satish,146,1.9398972013926867e-05,12.166666666666666,25 days 03:07:31.440000,python
17911,Sativa,127,1.687444825868981e-05,10.583333333333334,114 days 20:47:17.984000,python
17912,Satnam,46,6.112004881100246e-06,3.8333333333333335,187 days 04:52:07.508000,python
17913,Saturday,25,3.3217417832066552e-06,2.0833333333333335,7 days 23:31:16.392000,python
17914,Saturio,5,6.643483566413311e-07,0.4166666666666667,95 days 10:17:30.892000,python
17915,Saturnino,3,3.9860901398479863e-07,0.25,0 days 00:01:07.681000,python
17916,Saturno,162,2.1524886755179125e-05,13.5,89 days 01:18:35.366000,python
17917,Satvik,9,1.1958270419543959e-06,0.75,0 days 00:07:42.290000,python
17918,Satya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17919,Saud,21,2.7902630978935906e-06,1.75,209 days 13:12:00.600000,python
17920,Saul,4,5.314786853130648e-07,0.3333333333333333,12 days 12:24:22.987000,python
17921,Saule,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:43.047000,python
17922,Saulo,58,7.70644093703944e-06,4.833333333333333,62 days 02:26:40.567000,python
17923,Sava,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17924,Savage,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17925,Savana,27,3.587481125863188e-06,2.25,33 days 00:23:14.221000,python
17926,Savanah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17927,Savanna,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17928,Savannah,73,9.699486006963433e-06,6.083333333333333,0 days 10:02:10.590000,python
17929,Savant,13,1.7273057272674607e-06,1.0833333333333333,0 days 00:37:06.983000,python
17930,Savayah,27,3.587481125863188e-06,2.25,46 days 23:14:16.081000,python
17931,Saverio,91,1.2091140090872225e-05,7.583333333333333,196 days 09:03:48.856000,python
17932,Savi,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17933,Savier,60,7.972180279695973e-06,5.0,21 days 19:53:48.252000,python
17934,Savino,180,2.391654083908792e-05,15.0,267 days 22:23:53.227000,python
17935,Savion,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17936,Savior,25,3.3217417832066552e-06,2.0833333333333335,41 days 23:38:39.073000,python
17937,Savir,23,3.056002440550123e-06,1.9166666666666667,277 days 15:06:29.997000,python
17938,Savon,34,4.517568825161051e-06,2.8333333333333335,13 days 22:05:01.375000,python
17939,Savreen,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17940,Savvas,6,7.972180279695973e-07,0.5,189 days 00:24:39.411000,python
17941,Savvy,7,9.300876992978635e-07,0.5833333333333334,20 days 21:55:14.719000,python
17942,Sawda,21,2.7902630978935906e-06,1.75,118 days 07:15:47.216000,python
17943,Sawyer,14,1.860175398595727e-06,1.1666666666666667,47 days 13:09:27.116000,python
17944,Saxon,4,5.314786853130648e-07,0.3333333333333333,0 days 00:02:51.081000,python
17945,Sayana,13,1.7273057272674607e-06,1.0833333333333333,193 days 21:23:52.053000,python
17946,Sayani,358,4.756734233551931e-05,29.833333333333332,23 days 19:56:24.251000,python
17947,Sayansh,2,2.657393426565324e-07,0.16666666666666666,14 days 15:30:18.262000,python
17948,Sayat,5,6.643483566413311e-07,0.4166666666666667,82 days 01:19:50.934000,python
17949,Sayda,31,4.118959811176253e-06,2.5833333333333335,101 days 13:18:50.669000,python
17950,Sayde,13,1.7273057272674607e-06,1.0833333333333333,0 days 00:06:12.390000,python
17951,Saydee,35,4.650438496489318e-06,2.9166666666666665,67 days 14:29:33.039000,python
17952,Saydi,62,8.237919622352506e-06,5.166666666666667,3 days 14:30:12.314000,python
17953,Saydie,22,2.9231327692218568e-06,1.8333333333333333,125 days 23:41:06.212000,python
17954,Sayeed,5,6.643483566413311e-07,0.4166666666666667,35 days 10:21:07.817000,python
17955,Sayesha,103,1.368557614681142e-05,8.583333333333334,83 days 20:47:08.448000,python
17956,Sayf,4,5.314786853130648e-07,0.3333333333333333,3 days 17:32:21.679000,python
17957,Sayge,20,2.6573934265653244e-06,1.6666666666666667,27 days 20:53:46.619000,python
17958,Saylar,4,5.314786853130648e-07,0.3333333333333333,238 days 03:04:03.968000,python
17959,Saylem,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:04:43.938000,python
17960,Sayler,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:17.395000,python
17961,Saylor,118,1.5678621216735413e-05,9.833333333333334,10 days 23:18:43.520000,python
17962,Saynab,23,3.056002440550123e-06,1.9166666666666667,205 days 01:24:58.475000,python
17963,Saynt,9,1.1958270419543959e-06,0.75,3 days 18:52:12.871000,python
17964,Sayon,12,1.5944360559391945e-06,1.0,0 days 06:06:33.515000,python
17965,Sayora,9,1.1958270419543959e-06,0.75,11 days 08:01:14.323000,python
17966,Sayra,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:49.938000,python
17967,Sayre,9,1.1958270419543959e-06,0.75,0 days 00:14:36.042000,python
17968,Sayuri,3,3.9860901398479863e-07,0.25,0 days 00:02:57.704000,python
17969,Sayvion,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17970,Sayyid,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:27.367000,python
17971,Sayyora,22,2.9231327692218568e-06,1.8333333333333333,63 days 01:34:30.130000,python
17972,Scarlet,107,1.4217054832124485e-05,8.916666666666666,25 days 12:17:32.544000,python
17973,Scarlett,3,3.9860901398479863e-07,0.25,16 days 18:55:18.509000,python
17974,Scarlette,26,3.4546114545349214e-06,2.1666666666666665,26 days 16:28:15.676000,python
17975,Scarlettrose,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17976,Scarlytt,2,2.657393426565324e-07,0.16666666666666666,0 days 00:33:42.606000,python
17977,Scarrlett,15,1.9930450699239932e-06,1.25,23 days 08:01:51.623000,python
17978,Schneur,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17979,Scottlynn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:40.861000,python
